timestamp,session_id,tool_name,input_summary,exit_code
"20260125 130105_982","07ee4459-cd7e-4d70-bbcd-efc575d10e2b","Edit","C:\01_work\00_Git\toybox","C:\Users\sanka\.claude\scripts\log-tool-use.js",""
"20260125 130111_546","07ee4459-cd7e-4d70-bbcd-efc575d10e2b","Edit","C:\Users\sanka\.claude\scripts\log-tool-use.js",""
